SP,GD,NUM_MUT,DROPPED_PAIRS,SEQS
Saltator_grossus,0.015605042,1920,0,16
Saltator_maxillosus,0,0,0,2
Saltator_maximus,0.018061627,563,16,9
Saltator_nigriceps,0.006238859,7,0,2
Saltator_orenocensis,0,0,0,2
Saltator_similis,0,0,0,2
Saltator_striatipectus,0.02347447,156,0,4
Saltatricula_multicolor,0.006755844,62,0,5
Sarcogyps_calvus,0.001323424,8,0,4
Sarcoramphus_papa,0.000400541,4,0,5
Sarkidiornis_melanotos,0,0,0,3
Sasia_abnormis,0.003999053,24,0,4
Sasia_ochracea,0.005613189,58,0,5
Saxicola_caprata,0.029685134,3438,0,16
Saxicola_dacotiae,0.004024828,50,10,7
Saxicola_ferreus,0.030235531,454,10,7
Saxicola_leucurus,0.021612029,62,0,3
Saxicola_rubetra,0.016192791,143,0,5
Saxicola_tectes,0.002962596,26,0,5
Saxicola_torquatus,0.007834817,968,0,17
Sayornis_nigricans,0.001749781,2,0,2
Sayornis_phoebe,0.002333042,8,6,4
Sayornis_saya,0.000874891,1,0,2
Scenopoeetes_dentirostris,0,0,4,3
Schiffornis_major,,0,2,2
Schiffornis_turdina,0.055135511,963573,336,194
Schiffornis_virescens,0.001833193,744,0,29
Schistochlamys_melanopis,0.004816956,5,0,2
Schistocichla_leucostigma,0.056056056,56,0,2
Schoenicola_platyurus,0.000709849,8,0,5
Schoeniophylax_phryganophilus,0,0,0,2
Sclateria_naevia,0.019019019,19,0,2
Sclerurus_albigularis,0.024580442,1658,0,12
Sclerurus_caudacutus,0.026950566,7602,0,24
Sclerurus_guatemalensis,0.019010344,408,0,7
Sclerurus_mexicanus,0.038290093,66725,0,59
Sclerurus_rufigularis,0.038406187,15184,0,29
Sclerurus_scansor,0.01058151,12576,0,49
Scolopax_minor,0.00547403,362,0,15
Scolopax_rusticola,0.010284148,8944,96,49
Scopus_umbretta,0.011022044,11,0,2
Scotocerca_inquieta,0.099903939,104,0,2
Scytalopus_atratus,0.01056338,3,0,2
Scytalopus_fuscus,0.003174603,1,0,2
Scytalopus_griseicollis,0,0,0,2
Scytalopus_iraiensis,0,0,0,2
Scytalopus_latrans,0.020578959,55,0,5
Scytalopus_magellanicus,0.00952381,3,4,3
Scytalopus_micropterus,0.021352313,6,0,2
Scytalopus_novacapitalis,0,0,0,4
Scytalopus_pachecoi,0.005409883,192,0,15
Scytalopus_parvirostris,,0,2,2
Scytalopus_schulenbergi,0.018927445,6,0,2
Scytalopus_speluncae,0.039846112,79118,0,105
Scytalopus_spillmanni,0.015899119,27,8,5
Scytalopus_stilesi,0,0,0,4
Scytalopus_superciliaris,0.006349206,2,0,2
Scytalopus_unicolor,0.097484277,31,0,2
Scytalopus_vicinior,0.112125604,93,0,3
Seicercus_affinis,0.015195522,379,0,8
Seicercus_burkii,0.00390308,16,0,4
Seicercus_castaniceps,0.014596873,140,0,5
Seicercus_grammiceps,0,0,0,2
Seicercus_omeiensis,0.003520746,129,0,11
Seicercus_poliogenys,0.039416763,245,0,4
Seicercus_soror,0.003465649,182,0,13
Seicercus_tephrocephalus,0.002240845,33,0,7
Seicercus_valentini,0.006834826,440,0,14
Seicercus_whistleri,0.007347759,434,0,13
Seiurus_aurocapilla,0.00231321,15,8,5
Seiurus_motacilla,0.000877963,1,0,2
Seiurus_noveboracensis,0.002127136,7,0,3
Selasphorus_platycercus,,0,2,2
Selenidera_gouldii,0.009868064,70,40,9
Selenidera_piperivora,0.011527378,8,0,2
Selenidera_reinwardtii,0.018211795,114,0,4
Selenidera_spectabilis,0.005417118,5,0,2
Seleucidis_melanoleucus,0.015457788,13,0,2
Semnornis_frantzii,0,0,0,2
Semnornis_ramphastinus,0.001082251,1,0,2
Sericornis_citreogularis,,0,2,2
Sericornis_frontalis,0.031504043,246,0,5
Sericornis_keri,,0,2,2
Sericornis_magnirostra,,0,2,2
Sericulus_aureus,0.003401361,2,0,3
Sericulus_bakeri,0,0,0,2
Sericulus_chrysocephalus,0,0,8,5
Serinus_alario,0.006480356,16,0,3
Serinus_albogularis,0.000585644,3,0,4
Serinus_canicollis,0.000810045,2,0,3
Serinus_citrinelloides,0.015795869,13,0,2
Serinus_dorsostriatus,0,0,0,2
Serinus_flaviventris,0.02673147,22,0,2
Serinus_flavivertex,0,0,0,3
Serinus_gularis,0.062770563,58,0,2
Serinus_leucopygius,0.004329004,4,0,2
Serinus_mozambicus,,0,2,2
Serinus_pusillus,0.002164502,2,0,2
Serinus_rufobrunneus,0.014168531,38,0,3
Serinus_serinus,0.001095369,4,8,5
Serinus_striolatus,0.0036452,3,0,2
Serinus_sulphuratus,0.009720535,8,0,2
Serinus_totta,0,0,0,3
Setophaga_ruticilla,0.00274397,18,0,4
Sheppardia_aequatorialis,0.003061532,31,0,5
Sheppardia_aurantiithorax,0.011954379,336,0,8
Sheppardia_bocagei,0.065708908,341,8,5
Sheppardia_cyornithopsis,0.040742829,897,0,7
Sheppardia_gabela,0.055813519,132,0,3
Sheppardia_gunningi,0.022516354,89,0,4
Sheppardia_lowei,0.023332803,183,0,5
Sheppardia_montana,0.006870403,60,0,5
Sheppardia_sharpei,0.015675988,82,8,5
Sialia_mexicana,0.001383778,7,0,4
Sialia_sialis,0.00429103,48,20,7
Sicalis_flaveola,0.010498688,12,0,2
Sicalis_olivascens,0.004464163,14,0,3
Sigelus_silens,0.001002004,1,0,2
Sitta_carolinensis,0,0,6,4
Sitta_cashmirensis,0,0,0,2
Sitta_europaea,0.045442903,1167,0,8
Sitta_formosa,0.007032349,5,0,2
Sitta_frontalis,,0,2,2
Sitta_himalayensis,,0,2,2
Sitta_pusilla,0,0,0,2
Sitta_pygmaea,0.001390334,401,48,25
Sittasomus_griseicapillus,0.043173012,410,10,6
Skutchia_borbae,0.001103753,3,8,5
Smicrornis_brevirostris,0.017551462,148,0,5
Snowornis_cryptolophus,0,0,4,3
Snowornis_subalaris,0,0,4,3
Somateria_fischeri,0.001964637,1,0,2
Somateria_mollissima,0,0,0,2
Somateria_spectabilis,0.005239415,189,0,12
Speculanas_specularis,0.000956938,1,0,2
Speirops_brunneus,0,0,0,2
Speirops_leucophoeus,0.003448276,1,0,2
Speirops_lugubris,0.001724138,3,8,5
Speirops_melanocephalus,0,0,0,2
Spelaeornis_chocolatinus,0.001754387,6,6,4
Spelaeornis_formosus,0.002901354,3,0,2
Spelaeornis_troglodytoides,0.001034126,1,0,2
Sphecotheres_vieilloti,0,0,4,3
Spheniscus_demersus,0.003761124,260,0,12
Spheniscus_humboldti,0.001685035,223,0,17
Spheniscus_magellanicus,0.003724881,146,0,10
Spheniscus_mendiculus,0.00519542,86,0,7
Sphenocichla_humei,0.089473684,102,4,3
Sphyrapicus_nuchalis,0.003401361,2,0,2
Sphyrapicus_ruber,0.002651135,1035,0,28
Sphyrapicus_varius,0.052881442,532,10,6
Spilornis_cheela,,0,6,3
Spilornis_holospilus,0,0,4,3
Spindalis_dominicensis,0,0,0,2
Spindalis_zena,0.045260738,141,0,3
Spiza_americana,0.007795169,19,0,3
Spizaetus_isidori,0.003875969,4,4,3
Spizaetus_melanoleucus,0,0,0,2
Spizaetus_ornatus,0.025207475,23,8,4
Spizaetus_tyrannus,0.052292813,303,8,5
Spizella_arborea,,0,2,2
Spizella_atrogularis,0,0,0,2
Spizella_breweri,0.001426583,50,16,10
Spizella_pallida,0.00214031,10,6,5
Spizella_passerina,0.005559274,6,6,4
Spizella_pusilla,0.001157407,1,2,3
Spizella_wortheni,0.013761468,9,0,2
Spizixos_semitorques,0.002697654,19454,0,122
Sporophila_bouvreuil,0.007190222,1556,100,27
Sporophila_caerulescens,0.003217071,62,42,10
Sporophila_castaneiventris,0.00426515,38,0,5
Sporophila_cinnamomea,0.002421799,26,32,8
Sporophila_collaris,0.002900324,74,16,9
Sporophila_corvina,0.008613612,28,0,3
Sporophila_falcirostris,0.00330033,1,4,3
Sporophila_hypochroma,0.004465537,16,12,5
Sporophila_hypoxantha,0.003832813,1487,128,33
Sporophila_leucoptera,0.005605381,5,0,2
Sporophila_luctuosa,,0,2,2
Sporophila_melanogaster,0.005091466,126,16,9
Sporophila_minuta,0.005098422,169,90,14
Sporophila_nigricollis,0.012053261,32,12,5
Sporophila_palustris,0.004485995,175,40,12
Sporophila_plumbea,0.001759015,2,6,4
Sporophila_ruficollis,0.002780558,70,48,11
Sporophila_schistacea,0.005674228,16,0,3
Sporophila_telasco,,0,2,2
Sporophila_torqueola,,0,2,2
Stachyris_ambigua,0.000876424,1,0,2
Stachyris_chrysaea,0.004442087,76,12,7
Stachyris_dennistouni,0.002337131,8,6,4
Stachyris_erythroptera,0.015329125,17,0,2
Stachyris_nigriceps,0.047750299,792,12,7
Stachyris_nigricollis,0.012269939,14,0,2
Stachyris_nigrocapitata,,0,2,2
Stachyris_poliocephala,0.004232804,4,4,3
Stachyris_pyrrhops,0.000961538,1,0,2
Stachyris_ruficeps,0.025807101,156924,18,115
Stachyris_rufifrons,0.037320257,114,0,3
Stachyris_striolata,0.096549825,520,0,4
Stachyris_whiteheadi,0.013736099,75,8,5
Stactolaema_leucotis,0,0,0,2
Stagonopleura_guttata,0.027027027,24,0,2
Steatornis_caripensis,0.004584354,12,0,3
Stephanoaetus_coronatus,0.005155559,11,16,6
Stercorarius_longicaudus,0.002561558,44,0,7
Stercorarius_parasiticus,0.048793009,468,0,5
Stercorarius_pomarinus,0.001033398,10,0,5
Sterna_albifrons,0.007782101,8,0,2
Sterna_anaethetus,,0,2,2
Sterna_antillarum,0.003683241,4,6,4
Sterna_bengalensis,0.009803922,135,20,11
Sterna_caspia,0.002188184,1,10,4
Sterna_hirundinacea,0.00524109,10,8,5
Sterna_hirundo,0.001670044,22,40,12
Sterna_maxima,0.011076074,41,12,5
Sterna_nilotica,0.007913838,1203,42,22
Sterna_sandvicensis,0.016569696,148,28,9
Stigmatopelia_chinensis,0.005603691,41,28,7
Stigmatopelia_senegalensis,,0,2,2
Stiphrornis_erythrothorax,0.027164215,7580,48,25
Stipiturus_malachurus,0.024809266,943,0,17
Stipiturus_mallee,0,0,4,3
Stipiturus_ruficeps,0.002372479,4,0,4
Stizorhina_finschi,,0,2,2
Stizorhina_fraseri,0.026193533,66,6,4
Strepera_graculina,0.004140787,2,0,2
Streptopelia_decaocto,0.003141097,19,0,4
Streptopelia_orientalis,0.005023923,21,12,5
Streptopelia_turtur,0.006656781,28046,0,98
Streptoprocne_zonaris,0.056706961,81,16,5
Strigops_habroptila,0.201298701,186,0,2
Strix_butleri,0.048351961,64,8,5
Strix_leptogrammica,0.013020833,10,4,3
Strix_nebulosa,0,0,8,4
Strix_rufipes,0,0,0,2
Strix_uralensis,0.010253526,80,32,8
Strix_varia,0.10546875,27,4,3
Strix_virgata,0.003484321,1,0,2
Strix_woodfordii,0.011222401,63,8,5
Strophocincla_cachinnans,0.002190923,35,0,6
Strophocincla_fairbanki,0.006855796,414,0,12
Struthidea_cinerea,0.006082725,5,0,2
Sturnella_bellicosa,0.006772009,6,0,2
Sturnella_loyca,0.007629323,248,0,9
Sturnella_magna,0.01993559,23413,0,46
Sturnella_militaris,0.026246719,30,0,2
Sturnella_neglecta,0.002355563,132,0,11
Sturnus_cineraceus,0.005192411,6,16,5
Sturnus_contra,,0,2,2
Sturnus_nigricollis,0,0,0,2
Sturnus_vulgaris,0.010647779,97,84,12
Stymphalornis_acutirostris,0.00446571,28,0,4
Sublegatus_modestus,0.006048387,6,0,2
Suiriri_islerorum,0.002677376,8,0,3
Suiriri_suiriri,0.004016064,12,0,3
Sula_dactylatra,0.010597128,71,0,6
Sula_granti,0.003260972,65,18,9
Sula_leucogaster,0.014230043,492,0,12
Sula_nebouxii,0.003698567,8,0,3
Sula_sula,0.009163392,47,0,5
Sula_variegata,0.003606103,26,0,5
Surnia_ulula,0.073931703,173,24,7
Surniculus_lugubris,,0,6,3
Swynnertonia_swynnertoni,0.006730187,22,0,3
Sylvia_althaea,0.000951466,104,30,16
Sylvia_atricapilla,0.007890955,2446,54,28
Sylvia_boehmi,0.010056403,30,0,3
Sylvia_borin,0.076145857,1010,0,6
Sylvia_buryi,0.001071811,1,0,2
Sylvia_cantillans,0.027317354,114648,6338,134
Sylvia_communis,0.009178915,133,0,6
Sylvia_conspicillata,0.004438639,2450,0,35
Sylvia_curruca,0.013614026,112863,678,133
Sylvia_deserticola,0.039354188,39,0,2
Sylvia_hortensis,0.069069069,69,0,2
Sylvia_layardi,0.000697947,2,0,3
Sylvia_lugens,0.026052104,26,0,2
Sylvia_melanocephala,0.009733187,6879,0,40
Sylvia_melanothorax,0.000667334,2,0,3
Sylvia_minula,0.001152809,714,0,35
Sylvia_mystacea,0.011652542,11,0,2
Sylvia_nana,0,0,0,3
Sylvia_nisoria,0.003340013,10,0,3
Sylvia_rueppelli,0.001002339,3,0,3
Sylvia_sarda,0.006570118,62,10,7
Sylvia_subcaerulea,0.008347216,50,0,4
Sylvia_undata,0.038857143,34,0,2
Sylvietta_brachyura,0.002526814,15,0,4
Sylvietta_denti,0.010729614,10,0,2
Sylvietta_isabellina,0.004129706,10,0,3
Sylvietta_leucophrys,0.005291005,16,0,3
Sylvietta_rufescens,0.030911796,2341,4,14
Sylvietta_ruficapilla,0.003992016,4,0,2
Sylvietta_virens,0.007229733,658,0,14
Sylvietta_whytii,0.004061832,146,0,9
Sylviorthorhynchus_desmursii,0.002301496,6,0,3
Sylviparus_modestus,0.003081608,567,0,19
Synallaxis_albescens,0.012428954,14,0,3
Synallaxis_cabanisi,0.002994012,3,0,2
Synallaxis_infuscata,0.000334943,5,0,6
Synallaxis_macconnelli,0.00268668,16,0,4
Synallaxis_moesta,0.008649368,26,0,3
Synallaxis_ruficapilla,0.011590386,752,0,12
Synallaxis_whitneyi,0.001800481,27,0,6
Syndactyla_rufosuperciliata,0.013499481,13,0,2
Synthliboramphus_antiquus,0.001913876,2,4,3
Synthliboramphus_wumizusume,0.000956938,1,0,2
Syrmaticus_ellioti,0.001945202,80,0,9
Syrmaticus_humiae,0.004666083,16,0,3
Syrmaticus_mikado,0.004374453,5,0,2
Syrmaticus_reevesii,0.002867807,17,0,4
Syrmaticus_soemmerringii,0.007874016,9,0,2
Tachybaptus_ruficollis,,0,2,2
Tachycineta_albilinea,0.016649324,16,0,2
Tachycineta_albiventer,0.015974441,15,0,2
Tachycineta_bicolor,0.005886681,16,0,3
Tachycineta_cyaneoviridis,0.009326425,9,0,2
Tachycineta_euchrysea,0.010384216,10,0,2
Tachycineta_leucorrhoa,0.014846235,14,0,2
Tachycineta_meyeni,0.014238773,13,0,2
Tachycineta_stolzmanni,0.010706638,10,0,2
Tachycineta_thalassina,0.009463722,9,0,2
Tachymarptis_aequatorialis,,0,2,2
Tachymarptis_melba,0.03578904,2501,0,14
Tachyphonus_coronatus,0.005122733,7301,0,55
Tachyphonus_cristatus,0.034003055,112,0,3
Tachyphonus_delatrii,0.01327843,142,0,5
Tachyphonus_luctuosus,0.03443112,377,0,5
Tachyphonus_rufiventer,0.006129597,7,0,2
Tachyphonus_rufus,0.006807597,110,0,6
Tachyphonus_surinamus,0,0,0,2
Tadorna_ferruginea,0.007662835,8,10,4
Tadorna_radjah,0.006535948,2,4,3
Tadorna_tadorna,0.100478469,105,0,2
Tadorna_tadornoides,,0,2,2
Taeniopygia_bichenovii,0.00110011,1,0,2
Tangara_arthus,0.030621172,35,0,2
Tangara_cayana,0.003693931,21,12,7
Tangara_chilensis,0.045232329,140,0,3
Tangara_cucullata,0.004895961,4,0,2
Tangara_cyanicollis,0.012289664,14590,0,49
Tangara_cyanocephala,0,0,0,2
Tangara_fastuosa,0.003499563,4,0,2
Tangara_florida,0.007909721,24,0,3
Tangara_guttata,0.02615314,74,0,3
Tangara_gyrola,0.02297617,102921,4,96
Tangara_icterocephala,0.008748906,10,0,2
Tangara_inornata,0.002375925,8,0,3
Tangara_labradorides,0.067484663,77,0,2
Tangara_larvata,0.001779359,2,0,2
Tangara_lavinia,0.004497846,46,0,5
Tangara_mexicana,0.033245844,38,0,2
Tangara_nigroviridis,0.010544815,12,0,2
Tangara_preciosa,0,0,0,2
Tangara_punctata,0.060367454,69,0,2
Tangara_ruficervix,0.003499563,4,0,2
Tangara_seledon,0.002275313,2,0,2
Tangara_velia,0.001168566,4,0,3
Tanygnathus_sumatranus,0.024255788,22,0,2
Tapera_naevia,,0,2,2
Taraba_major,0.033572224,3038,0,14
Tarsiger_chrysaeus,0.001638811,5,0,3
Tarsiger_cyanurus,0.008240631,8028,0,43
Tarsiger_indicus,0.001002004,1,0,2
Tauraco_corythaix,,0,2,2
Tauraco_hartlaubi,,0,2,2
Tauraco_persa,0.172625128,169,4,3
Telespiza_cantans,0,0,10,4
Telespiza_ultima,0.022321429,15,0,2
Telophorus_sulfureopectus,0.016766467,14,0,2
Terenura_callinota,0.007121227,43,0,4
Terenura_humeralis,0.035380356,217,8,5
Terenura_maculata,0.000637959,2,0,3
Terenura_sharpei,0.002870813,3,0,2
Teretistris_fernandinae,0,0,0,2
Terpsiphone_atrocaudata,0.008666223,64,0,5
Terpsiphone_bourbonnensis,0.008264463,5,0,2
Terpsiphone_cinnamomea,0.021883972,161,8,6
Terpsiphone_cyanescens,0.001440005,3,0,3
Terpsiphone_mutata,0.028042151,255,0,6
Terpsiphone_paradisi,0.025116733,1100,0,12
Terpsiphone_rufiventer,0.021636387,245,0,6
Terpsiphone_rufocinerea,0.010050251,6,0,2
Terpsiphone_viridis,0.017867473,398,16,10
Tersina_viridis,0.005775812,1518,184,27
Tesia_castaneocoronata,0.064638783,68,0,2
Tesia_olivea,0.004536485,10,14,5
Tetrao_parvirostris,0.057312253,29,0,2
Tetrao_tetrix,0.001816043,56,44,14
Tetrao_urogallus,0.004409846,1120,124,33
Tetraogallus_altaicus,0.005919003,19,0,4
Tetraogallus_himalayensis,0.007573347,3233,468,45
Tetraogallus_tibetanus,0.003795726,488,48,23
Tetraophasis_obscurus,0.000437445,3,0,4
Tetraophasis_szechenyii,0.000349956,4,0,5
Tetrax_tetrax,0,0,0,2
Thalassarche_bulleri,0.000892857,1,0,2
Thalassarche_chrysostoma,0.000874891,1,0,2
Thalassarche_melanophrys,0.005249344,6,0,2
Thalassoica_antarctica,,0,2,2
Thamnistes_anabatinus,0.043203494,422,0,5
Thamnomanes_caesius,0.063063063,63,0,2
Thamnophilus_aethiops,0.025533061,76064,0,78
Thamnophilus_amazonicus,0.001221001,1,0,2
Thamnophilus_ambiguus,0.005482371,1060,0,22
Thamnophilus_aroyae,0.002016129,6,0,3
Thamnophilus_atrinucha,0.002005349,6,0,3
Thamnophilus_bridgesi,0.001856374,11,0,4
Thamnophilus_caerulescens,0.00879631,68531,0,131
Thamnophilus_cryptoleucus,0.002002002,2,0,2
Thamnophilus_doliatus,0.015092327,149,10,6
Thamnophilus_nigriceps,0,0,0,3
Thamnophilus_nigrocinereus,0.119617225,125,0,2
Thamnophilus_pelzelni,0.003117711,548,0,21
Thamnophilus_praecox,0.002002002,2,0,2
Thamnophilus_ruficapillus,0,0,0,2
Thamnophilus_unicolor,0.010718558,222,0,7
Thamnornis_chloropetoides,0.000776096,2,0,3
Thlypopsis_ornata,0.005035247,5,0,2
Thlypopsis_ruficeps,0.004673396,15,0,3
Thlypopsis_sordida,0.01787592,17,0,2
Thraupis_abbas,0.018110722,62,0,3
Thraupis_bonariensis,0.022606561,209,0,5
Thraupis_cyanocephala,0.056943057,57,0,2
Thraupis_episcopus,0.010247632,150,12,7
Thraupis_palmarum,0.003776982,12,0,3
Threskiornis_aethiopicus,0.001999734,8,22,7
Thryothorus_coraya,0.06903164,72,0,2
Thryothorus_genibarbis,0.059492563,68,0,2
Thryothorus_leucotis,0.067942584,71,0,2
Thryothorus_longirostris,0,0,0,2
Thryothorus_maculipectus,0.049760766,52,4,3
Thryothorus_modestus,0.061244019,64,0,2
Thryothorus_nigricapillus,0.027113238,170,0,4
Thryothorus_rufalbus,0.030099264,94,0,3
Tiaris_bicolor,0.004479931,525,0,17
Tiaris_canorus,0.003257329,3,0,2
Tiaris_fuliginosus,0,0,4,3
Tiaris_obscurus,0.003548959,20,8,5
Tiaris_olivaceus,0.007303823,171,0,8
Timalia_pileata,0.037006342,109,6,4
Tityra_cayana,0,0,4,3
Tityra_inquisitor,0.018776616,551,16,9
Tityra_semifasciata,0.0103469,11441,94,48
Tockus_erythrorhynchus,0.014422857,191,42,10
Tockus_fasciatus,0.078483378,213,0,3
Tockus_jacksoni,0.003984064,3,0,2
Tockus_leucomelas,0.062011632,164,0,3
Tockus_monteiri,,0,2,2
Tockus_nasutus,0.019611619,47,0,3
Todiramphus_macleayii,0.004140787,2,0,2
Todus_angustirostris,0.04283054,138,0,3
Todus_mexicanus,0.075518415,244,0,3
Todus_multicolor,0.027978165,90,0,3
Todus_subulatus,0.105167392,638,0,5
Todus_todus,0.103304105,1070,0,5
Torgos_tracheliotos,0.031367815,313,0,5
Toxostoma_crissale,,0,2,2
Toxostoma_curvirostre,0.013646286,20030,0,83
Toxostoma_lecontei,0.015524894,14,8,4
Toxostoma_redivivum,0.00348916,8034,130,66
Toxostoma_rufum,0.008558575,4,8,4
Trachyphonus_darnaudii,0,0,0,2
Trachyphonus_purpuratus,0.06507177,204,0,3
Tragopan_caboti,0.006123586,37,0,4
Tragopan_satyra,0.046660834,160,0,3
Tragopan_temminckii,0.003001214,48,0,6
Tregellasia_leucops,0.016331292,56,0,3
Treron_calvus,0.037254902,38,0,2
Treron_sieboldii,0,0,0,2
Treron_vernans,0.002904163,3,0,2
Trichastoma_tickelli,0.03680316,255,6,5
Trichoglossus_chlorolepidotus,0.004175365,2,0,2
Trichoglossus_euteles,0.002205072,2,0,2
Trichoglossus_haematodus,0.001414427,1,0,2
Tricholaema_hirsuta,0.002873563,3,0,2
Tricholestes_criniger,0.012443439,11,0,2
Trichothraupis_melanops,0.006231905,20,0,3
Trigonoceps_occipitalis,0,0,0,2
Tringa_erythropus,0.008045977,7,0,2
Tringa_glareola,0.002298851,2,0,2
Tringa_melanoleuca,0.027586207,24,0,2
Tringa_ochropus,0.016091954,14,0,2
Tringa_totanus,0,0,0,2
Trochocercus_cyanomelas,0.015700435,61,0,4
Trochocercus_nitens,0.011723719,58,0,4
Troglodytes_aedon,0.021622494,210,14,7
Troglodytes_cobbi,0,0,0,3
Troglodytes_troglodytes,0.013998292,12960,0,45
Trogon_collaris,0.026250345,570,0,7
Trogon_curucui,0.026246719,30,0,2
Trogon_elegans,0,0,0,2
Trogon_massena,0.005108557,4,0,2
Trogon_melanocephalus,,0,2,2
Trogon_mexicanus,0,0,0,2
Trogon_rufus,0.043731192,26251,0,35
Trogon_viridis,0.06643909,213,0,3
Tropicranus_albocristatus,0.0330033,30,0,2
Trugon_terrestris,0.114203455,119,0,2
Tryngites_subruficollis,0.002174805,4836,0,77
Turdoides_bicolor,0.006276151,3,4,3
Turdoides_gularis,0.002072539,2,0,2
Turdoides_jardineii,0.01344364,13,4,3
Turdoides_plebejus,0,0,0,2
Turdoides_reinwardii,0.02423124,24,2,3
Turdoides_squamiceps,0.001650165,1,0,2
Turdus_albicollis,0.015697016,96,0,4
Turdus_albocinctus,0.00097371,1,4,3
Turdus_amaurochalinus,0.002,2,0,2
Turdus_assimilis,0.007166948,1566,0,21
Turdus_aurantius,0.002069665,20,0,5
Turdus_bewsheri,0.053053053,53,0,2
Turdus_boulboul,0,0,4,3
Turdus_cardis,0.007738469,37,0,4
Turdus_chiguanco,0.043967078,261,0,4
Turdus_chrysolaus,0.005278638,12,0,3
Turdus_daguae,0.003714969,59,0,6
Turdus_dissimilis,,0,2,2
Turdus_falcklandii,0.002708595,1637,0,42
Turdus_flavipes,0.006833713,6,0,2
Turdus_fulviventris,0.004004004,4,0,2
Turdus_fumigatus,0.019210245,18,0,2
Turdus_fuscater,0,0,0,3
Turdus_grayi,0.009352968,53,8,5
Turdus_haplochrous,0,0,0,2
Turdus_hauxwelli,0.005,5,0,2
Turdus_helleri,,0,2,2
Turdus_hortulorum,0.00132113,4,0,3
Turdus_ignobilis,0.006018054,6,0,2
Turdus_iliacus,0.001001001,1,0,2
Turdus_jamaicensis,0.002,2,0,2
Turdus_kessleri,,0,2,2
Turdus_lawrencii,0.002,2,0,2
Turdus_leucomelas,0.017291522,82,20,7
Turdus_leucops,0.004976987,30,0,4
Turdus_lherminieri,0.032681332,464,0,6
Turdus_libonyanus,0.007756454,52,0,5
Turdus_maculirostris,0.001,1,0,2
Turdus_maranonicus,0.001,1,0,2
Turdus_merula,0.012463658,23248,120,75
Turdus_migratorius,0.002032505,484,236,27
Turdus_mupinensis,0,0,4,3
Turdus_naumanni,0.004817467,48,2,6
Turdus_nigrescens,0.003003003,3,0,2
Turdus_nigriceps,0.002,2,0,2
Turdus_nudigenis,0.012474012,12,0,2
Turdus_obscurus,0.006722974,57,0,5
Turdus_obsoletus,0.009009009,9,0,2
Turdus_olivaceofuscus,0.012,12,0,2
Turdus_olivaceus,0.018928676,126,0,5
Turdus_olivater,0.007014028,7,0,2
Turdus_pallidus,0.002114653,13,24,7
Turdus_pelios,0.004735927,48,0,5
Turdus_philomelos,0.005512391,50,10,7
Turdus_pilaris,0.001,1,0,2
Turdus_plebejus,0.025025025,25,0,2
Turdus_plumbeus,0.017701072,137,0,5
Turdus_poliocephalus,0.014787733,664,0,10
Turdus_reevei,0.006,6,0,2
Turdus_rubrocanus,0.016972923,104,8,5
Turdus_ruficollis,0.002,2,0,2
Turdus_rufiventris,0.003837401,23,0,4
Turdus_rufopalliatus,0.009011956,9292,0,45
Turdus_serranus,0.007,7,0,2
Turdus_swalesi,0.001001001,1,0,2
Turdus_torquatus,0.00291252,1338,318,56
Turdus_viscivorus,0.005528229,33,0,4
Turnix_sylvaticus,0.00220022,4,0,3
Turnix_tanki,0.004098361,2,0,2
Turnix_varius,0.00661157,4,0,2
Turtur_abyssinicus,0,0,0,2
Turtur_afer,0.027054108,27,0,2
Turtur_tympanistria,0,0,0,2
Tympanuchus_phasianellus,0.001642036,1,0,2
Tyrannus_melancholicus,0.007185629,6,4,3
Tyrannus_savana,0,0,0,2
Tyto_alba,0.041848759,13613,1002,46
Tyto_longimembris,0.002081165,2,0,2
Tyto_novaehollandiae,0.004733728,4,0,2
Tyto_sororcula,0.005467245,11,0,3
Tyto_tenebricosa,0.010791367,3,4,3
Upupa_epops,0.003932966,7080,0,57
Uraeginthus_bengalus,0.035752979,33,0,2
Uragus_sibiricus,0.005229591,275,0,12
Uria_aalge,0.009853287,155,24,8
Uria_lomvia,0.006587615,20,20,7
Urocissa_erythrorhyncha,0.006571926,19,0,3
Urocynchramus_pylzowi,0,0,0,2
Uropelia_campestris,0.001917546,2,0,2
Uropsalis_segmentata,,0,2,2
Urosphena_squameiceps,0.010101649,288,0,8
Vanellus_cinereus,0.030621172,35,0,2
Vanellus_vanellus,0.003211991,3,4,3
Veniliornis_callonotus,0.001323962,8,0,4
Veniliornis_dignus,0.007936508,8,0,2
Veniliornis_frontalis,0,0,0,2
Veniliornis_mixtus,0.000983284,1,4,3
Veniliornis_nigriceps,0.021506392,118,0,4
Veniliornis_passerinus,0.000978474,1,0,2
Veniliornis_spilogaster,0.004935834,5,0,2
Vermivora_celata,0.007067414,78,0,5
Vermivora_chrysoptera,0.002340722,8,0,3
Vermivora_crissalis,0.002631579,3,0,2
Vermivora_luciae,0.001170618,4,0,3
Vermivora_peregrina,0.001169591,4,0,3
Vermivora_pinus,0.011701297,40,0,3
Vermivora_ruficapilla,0.001909677,18,0,5
Vermivora_virginiae,0.003995066,25,0,4
Vestiaria_coccinea,0.003797468,3,10,4
Vidua_chalybeata,0.012825101,39,0,3
Vini_australis,0.007338819,14,0,3
Vireo_bellii,0.007326007,2,0,2
Vireo_cassinii,0.002076714,451,40,21
